test_file,test_speaker,alon,alon,elad,greta,obama,result,correct
/opt/mycroft/skills/useridentification-skill/allUsers/1-Alon-1.wav,,3.6637359812630166e-14,0.26191224317501083,0.4909116136189875,1.0280607006749032,0.5275737407626768,alon,0.0
